Year,Period ID,Period,Area,Adjusted,Employment
"2008","05","May","Amarillo MSA","Not Adj","124,560"
"2008","06","Jun","Amarillo MSA","Not Adj","124,277"
"2008","07","Jul","Amarillo MSA","Not Adj","126,321"
"2008","08","Aug","Amarillo MSA","Not Adj","124,897"
"2008","09","Sep","Amarillo MSA","Not Adj","125,225"
"2008","10","Oct","Amarillo MSA","Not Adj","126,530"
"2008","11","Nov","Amarillo MSA","Not Adj","125,972"
"2008","12","Dec","Amarillo MSA","Not Adj","124,902"
"2007","00","Annual","Amarillo MSA","Not Adj","124,733"
"2007","01","Jan","Amarillo MSA","Not Adj","124,465"
"2007","02","Feb","Amarillo MSA","Not Adj","123,604"
"2007","03","Mar","Amarillo MSA","Not Adj","123,777"
"2007","04","Apr","Amarillo MSA","Not Adj","125,732"
"2007","05","May","Amarillo MSA","Not Adj","124,247"
"2007","06","Jun","Amarillo MSA","Not Adj","124,390"
"2007","07","Jul","Amarillo MSA","Not Adj","126,512"
"2007","08","Aug","Amarillo MSA","Not Adj","124,301"
"2007","09","Sep","Amarillo MSA","Not Adj","124,208"
"2007","10","Oct","Amarillo MSA","Not Adj","125,066"
"2007","11","Nov","Amarillo MSA","Not Adj","125,441"
"2007","12","Dec","Amarillo MSA","Not Adj","125,055"
"2006","00","Annual","Amarillo MSA","Not Adj","125,312"
"2006","01","Jan","Amarillo MSA","Not Adj","123,872"
"2006","02","Feb","Amarillo MSA","Not Adj","123,451"
"2006","03","Mar","Amarillo MSA","Not Adj","124,152"
"2006","04","Apr","Amarillo MSA","Not Adj","125,302"
"2006","05","May","Amarillo MSA","Not Adj","126,045"
"2006","06","Jun","Amarillo MSA","Not Adj","125,904"
"2006","07","Jul","Amarillo MSA","Not Adj","126,830"
"2006","08","Aug","Amarillo MSA","Not Adj","125,879"
"2006","09","Sep","Amarillo MSA","Not Adj","125,784"
"2006","10","Oct","Amarillo MSA","Not Adj","125,310"
"2006","11","Nov","Amarillo MSA","Not Adj","125,285"
"2006","12","Dec","Amarillo MSA","Not Adj","125,934"
"2005","00","Annual","Amarillo MSA","Not Adj","122,520"
"2005","01","Jan","Amarillo MSA","Not Adj","119,968"
"2005","02","Feb","Amarillo MSA","Not Adj","120,401"
"2005","03","Mar","Amarillo MSA","Not Adj","120,856"
"2005","04","Apr","Amarillo MSA","Not Adj","122,443"
"2005","05","May","Amarillo MSA","Not Adj","122,791"
"2005","06","Jun","Amarillo MSA","Not Adj","122,101"
"2005","07","Jul","Amarillo MSA","Not Adj","123,305"
"2005","08","Aug","Amarillo MSA","Not Adj","123,383"
"2005","09","Sep","Amarillo MSA","Not Adj","123,670"
"2005","10","Oct","Amarillo MSA","Not Adj","124,029"
"2005","11","Nov","Amarillo MSA","Not Adj","123,592"
"2005","12","Dec","Amarillo MSA","Not Adj","123,701"
"2004","00","Annual","Amarillo MSA","Not Adj","122,912"
"2004","01","Jan","Amarillo MSA","Not Adj","121,736"
"2004","02","Feb","Amarillo MSA","Not Adj","122,029"
"2004","03","Mar","Amarillo MSA","Not Adj","121,795"
"2004","04","Apr","Amarillo MSA","Not Adj","123,640"
"2004","05","May","Amarillo MSA","Not Adj","123,859"
"2004","06","Jun","Amarillo MSA","Not Adj","124,019"
"2004","07","Jul","Amarillo MSA","Not Adj","124,021"
"2004","08","Aug","Amarillo MSA","Not Adj","123,422"
"2004","09","Sep","Amarillo MSA","Not Adj","122,921"
"2004","10","Oct","Amarillo MSA","Not Adj","122,265"
"2004","11","Nov","Amarillo MSA","Not Adj","122,450"
"2004","12","Dec","Amarillo MSA","Not Adj","122,788"
"2003","00","Annual","Amarillo MSA","Not Adj","120,556"
"2003","01","Jan","Amarillo MSA","Not Adj","117,633"
"2003","02","Feb","Amarillo MSA","Not Adj","117,856"
"2003","03","Mar","Amarillo MSA","Not Adj","118,912"
"2003","04","Apr","Amarillo MSA","Not Adj","119,859"
"2003","05","May","Amarillo MSA","Not Adj","120,121"
"2003","06","Jun","Amarillo MSA","Not Adj","120,936"
"2003","07","Jul","Amarillo MSA","Not Adj","122,008"
"2003","08","Aug","Amarillo MSA","Not Adj","120,967"
"2003","09","Sep","Amarillo MSA","Not Adj","121,206"
"2003","10","Oct","Amarillo MSA","Not Adj","121,891"
"2003","11","Nov","Amarillo MSA","Not Adj","122,378"
"2003","12","Dec","Amarillo MSA","Not Adj","122,910"
"2002","00","Annual","Amarillo MSA","Not Adj","116,940"
"2002","01","Jan","Amarillo MSA","Not Adj","113,987"
"2002","02","Feb","Amarillo MSA","Not Adj","115,343"
"2002","03","Mar","Amarillo MSA","Not Adj","115,922"
"2002","04","Apr","Amarillo MSA","Not Adj","116,480"
"2002","05","May","Amarillo MSA","Not Adj","117,116"
"2002","06","Jun","Amarillo MSA","Not Adj","116,718"
"2002","07","Jul","Amarillo MSA","Not Adj","117,508"
"2002","08","Aug","Amarillo MSA","Not Adj","116,904"
"2002","09","Sep","Amarillo MSA","Not Adj","118,354"
"2002","10","Oct","Amarillo MSA","Not Adj","118,403"
"2002","11","Nov","Amarillo MSA","Not Adj","117,922"
"2002","12","Dec","Amarillo MSA","Not Adj","118,625"
"2001","00","Annual","Amarillo MSA","Not Adj","114,403"
"2001","01","Jan","Amarillo MSA","Not Adj","113,180"
"2001","02","Feb","Amarillo MSA","Not Adj","113,805"
"2001","03","Mar","Amarillo MSA","Not Adj","114,054"
"2001","04","Apr","Amarillo MSA","Not Adj","114,802"
"2001","05","May","Amarillo MSA","Not Adj","115,034"
"2001","06","Jun","Amarillo MSA","Not Adj","115,136"
"2001","07","Jul","Amarillo MSA","Not Adj","115,203"
"2001","08","Aug","Amarillo MSA","Not Adj","113,612"
"2001","09","Sep","Amarillo MSA","Not Adj","114,627"
"2001","10","Oct","Amarillo MSA","Not Adj","114,513"
"2001","11","Nov","Amarillo MSA","Not Adj","114,248"
"2001","12","Dec","Amarillo MSA","Not Adj","114,618"
"2000","00","Annual","Amarillo MSA","Not Adj","114,486"
"2000","01","Jan","Amarillo MSA","Not Adj","113,949"
"2000","02","Feb","Amarillo MSA","Not Adj","114,177"
"2000","03","Mar","Amarillo MSA","Not Adj","113,885"
"2000","04","Apr","Amarillo MSA","Not Adj","114,845"
"2000","05","May","Amarillo MSA","Not Adj","114,480"
"2000","06","Jun","Amarillo MSA","Not Adj","114,633"
"2000","07","Jul","Amarillo MSA","Not Adj","114,537"
"2000","08","Aug","Amarillo MSA","Not Adj","114,244"
"2000","09","Sep","Amarillo MSA","Not Adj","114,712"
"2000","10","Oct","Amarillo MSA","Not Adj","114,430"
"2000","11","Nov","Amarillo MSA","Not Adj","114,433"
"2000","12","Dec","Amarillo MSA","Not Adj","115,501"
"1999","00","Annual","Amarillo MSA","Not Adj","114,676"
"1999","01","Jan","Amarillo MSA","Not Adj","114,047"
"1999","02","Feb","Amarillo MSA","Not Adj","113,883"
"1999","03","Mar","Amarillo MSA","Not Adj","114,592"
"1999","04","Apr","Amarillo MSA","Not Adj","114,722"
"1999","05","May","Amarillo MSA","Not Adj","115,876"
"1999","06","Jun","Amarillo MSA","Not Adj","114,647"
"1999","07","Jul","Amarillo MSA","Not Adj","114,347"
"1999","08","Aug","Amarillo MSA","Not Adj","113,359"
"1999","09","Sep","Amarillo MSA","Not Adj","114,209"
"1999","10","Oct","Amarillo MSA","Not Adj","115,036"
"1999","11","Nov","Amarillo MSA","Not Adj","115,580"
"1999","12","Dec","Amarillo MSA","Not Adj","115,814"
"1998","00","Annual","Amarillo MSA","Not Adj","113,577"
"1998","01","Jan","Amarillo MSA","Not Adj","112,138"
"1998","02","Feb","Amarillo MSA","Not Adj","112,098"
"1998","03","Mar","Amarillo MSA","Not Adj","112,605"
"1998","04","Apr","Amarillo MSA","Not Adj","113,363"
"1998","05","May","Amarillo MSA","Not Adj","113,401"
"1998","06","Jun","Amarillo MSA","Not Adj","113,648"
"1998","07","Jul","Amarillo MSA","Not Adj","114,119"
"1998","08","Aug","Amarillo MSA","Not Adj","112,996"
"1998","09","Sep","Amarillo MSA","Not Adj","113,646"
"1998","10","Oct","Amarillo MSA","Not Adj","114,266"
"1998","11","Nov","Amarillo MSA","Not Adj","114,990"
"1998","12","Dec","Amarillo MSA","Not Adj","115,659"
"1997","00","Annual","Amarillo MSA","Not Adj","111,987"
"1997","01","Jan","Amarillo MSA","Not Adj","110,757"
"1997","02","Feb","Amarillo MSA","Not Adj","110,974"
"1997","03","Mar","Amarillo MSA","Not Adj","111,987"
"1997","04","Apr","Amarillo MSA","Not Adj","112,395"
"1997","05","May","Amarillo MSA","Not Adj","112,495"
"1997","06","Jun","Amarillo MSA","Not Adj","111,925"
"1997","07","Jul","Amarillo MSA","Not Adj","112,595"
"1997","08","Aug","Amarillo MSA","Not Adj","112,138"
"1997","09","Sep","Amarillo MSA","Not Adj","111,406"
"1997","10","Oct","Amarillo MSA","Not Adj","112,118"
"1997","11","Nov","Amarillo MSA","Not Adj","112,470"
"1997","12","Dec","Amarillo MSA","Not Adj","112,586"
"1996","00","Annual","Amarillo MSA","Not Adj","112,579"
"1996","01","Jan","Amarillo MSA","Not Adj","111,363"
"1996","02","Feb","Amarillo MSA","Not Adj","112,265"
"1996","03","Mar","Amarillo MSA","Not Adj","112,934"
"1996","04","Apr","Amarillo MSA","Not Adj","113,377"
"1996","05","May","Amarillo MSA","Not Adj","112,985"
"1996","06","Jun","Amarillo MSA","Not Adj","112,752"
"1996","07","Jul","Amarillo MSA","Not Adj","112,987"
"1996","08","Aug","Amarillo MSA","Not Adj","112,140"
"1996","09","Sep","Amarillo MSA","Not Adj","112,175"
"1996","10","Oct","Amarillo MSA","Not Adj","112,751"
"1996","11","Nov","Amarillo MSA","Not Adj","112,548"
"1996","12","Dec","Amarillo MSA","Not Adj","112,673"
"1995","00","Annual","Amarillo MSA","Not Adj","112,852"
"1995","01","Jan","Amarillo MSA","Not Adj","111,906"
"1995","02","Feb","Amarillo MSA","Not Adj","112,326"
"1995","03","Mar","Amarillo MSA","Not Adj","113,052"
"1995","04","Apr","Amarillo MSA","Not Adj","112,883"
"1995","05","May","Amarillo MSA","Not Adj","112,467"
"1995","06","Jun","Amarillo MSA","Not Adj","111,825"
"1995","07","Jul","Amarillo MSA","Not Adj","113,826"
"1995","08","Aug","Amarillo MSA","Not Adj","112,355"
"1995","09","Sep","Amarillo MSA","Not Adj","112,308"
"1995","10","Oct","Amarillo MSA","Not Adj","113,889"
"1995","11","Nov","Amarillo MSA","Not Adj","113,622"
"1995","12","Dec","Amarillo MSA","Not Adj","113,769"
"1994","00","Annual","Amarillo MSA","Not Adj","109,903"
"1994","01","Jan","Amarillo MSA","Not Adj","106,638"
"1994","02","Feb","Amarillo MSA","Not Adj","107,041"
"1994","03","Mar","Amarillo MSA","Not Adj","107,852"
"1994","04","Apr","Amarillo MSA","Not Adj","108,351"
"1994","05","May","Amarillo MSA","Not Adj","109,044"
"1994","06","Jun","Amarillo MSA","Not Adj","108,922"
"1994","07","Jul","Amarillo MSA","Not Adj","110,474"
"1994","08","Aug","Amarillo MSA","Not Adj","110,628"
"1994","09","Sep","Amarillo MSA","Not Adj","110,473"
"1994","10","Oct","Amarillo MSA","Not Adj","112,481"
"1994","11","Nov","Amarillo MSA","Not Adj","113,563"
"1994","12","Dec","Amarillo MSA","Not Adj","113,365"
"1993","00","Annual","Amarillo MSA","Not Adj","104,420"
"1993","01","Jan","Amarillo MSA","Not Adj","101,335"
"1993","02","Feb","Amarillo MSA","Not Adj","101,810"
"1993","03","Mar","Amarillo MSA","Not Adj","102,518"
"1993","04","Apr","Amarillo MSA","Not Adj","103,453"
"1993","05","May","Amarillo MSA","Not Adj","105,052"
"1993","06","Jun","Amarillo MSA","Not Adj","105,146"
"1993","07","Jul","Amarillo MSA","Not Adj","105,707"
"1993","08","Aug","Amarillo MSA","Not Adj","104,968"
"1993","09","Sep","Amarillo MSA","Not Adj","105,094"
"1993","10","Oct","Amarillo MSA","Not Adj","106,051"
"1993","11","Nov","Amarillo MSA","Not Adj","105,734"
"1993","12","Dec","Amarillo MSA","Not Adj","106,168"
"1992","00","Annual","Amarillo MSA","Not Adj","101,608"
"1992","01","Jan","Amarillo MSA","Not Adj","99,300"
"1992","02","Feb","Amarillo MSA","Not Adj","99,820"
"1992","03","Mar","Amarillo MSA","Not Adj","100,689"
"1992","04","Apr","Amarillo MSA","Not Adj","101,380"
"1992","05","May","Amarillo MSA","Not Adj","101,703"
"1992","06","Jun","Amarillo MSA","Not Adj","101,875"
"1992","07","Jul","Amarillo MSA","Not Adj","102,945"
"1992","08","Aug","Amarillo MSA","Not Adj","102,614"
"1992","09","Sep","Amarillo MSA","Not Adj","102,025"
"1992","10","Oct","Amarillo MSA","Not Adj","102,262"
"1992","11","Nov","Amarillo MSA","Not Adj","102,456"
"1992","12","Dec","Amarillo MSA","Not Adj","102,221"
"1991","00","Annual","Amarillo MSA","Not Adj","98,584"
"1991","01","Jan","Amarillo MSA","Not Adj","97,018"
"1991","02","Feb","Amarillo MSA","Not Adj","96,996"
"1991","03","Mar","Amarillo MSA","Not Adj","97,456"
"1991","04","Apr","Amarillo MSA","Not Adj","98,278"
"1991","05","May","Amarillo MSA","Not Adj","97,488"
"1991","06","Jun","Amarillo MSA","Not Adj","98,562"
"1991","07","Jul","Amarillo MSA","Not Adj","99,306"
"1991","08","Aug","Amarillo MSA","Not Adj","99,456"
"1991","09","Sep","Amarillo MSA","Not Adj","99,374"
"1991","10","Oct","Amarillo MSA","Not Adj","100,112"
"1991","11","Nov","Amarillo MSA","Not Adj","99,510"
"1991","12","Dec","Amarillo MSA","Not Adj","99,447"
"1990","00","Annual","Amarillo MSA","Not Adj","97,887"
"1990","01","Jan","Amarillo MSA","Not Adj","96,430"
"1990","02","Feb","Amarillo MSA","Not Adj","95,405"
"1990","03","Mar","Amarillo MSA","Not Adj","96,227"
"1990","04","Apr","Amarillo MSA","Not Adj","97,579"
"1990","05","May","Amarillo MSA","Not Adj","98,141"
"1990","06","Jun","Amarillo MSA","Not Adj","98,528"
"1990","07","Jul","Amarillo MSA","Not Adj","99,329"
"1990","08","Aug","Amarillo MSA","Not Adj","98,465"
"1990","09","Sep","Amarillo MSA","Not Adj","98,684"
"1990","10","Oct","Amarillo MSA","Not Adj","98,862"
"1990","11","Nov","Amarillo MSA","Not Adj","98,603"
"1990","12","Dec","Amarillo MSA","Not Adj","98,390"
"2017","01","Jan","Austin-Round Rock MSA","Not Adj","1,082,921"
"2017","02","Feb","Austin-Round Rock MSA","Not Adj","1,086,937"
"2017","03","Mar","Austin-Round Rock MSA","Not Adj","1,095,491"
"2017","04","Apr","Austin-Round Rock MSA","Not Adj","1,101,947"
"2017","05","May","Austin-Round Rock MSA","Not Adj","1,096,117"
"2017","06","Jun","Austin-Round Rock MSA","Not Adj","1,095,549"
"2017","07","Jul","Austin-Round Rock MSA","Not Adj","1,095,904"
"2017","08","Aug","Austin-Round Rock MSA","Not Adj","1,089,532"
"2017","09","Sep","Austin-Round Rock MSA","Not Adj","1,108,245"
"2017","10","Oct","Austin-Round Rock MSA","Not Adj","1,104,263"
"2016","00","Annual","Austin-Round Rock MSA","Not Adj","1,074,349"
"2016","01","Jan","Austin-Round Rock MSA","Not Adj","1,053,220"
"2016","02","Feb","Austin-Round Rock MSA","Not Adj","1,061,865"
"2016","03","Mar","Austin-Round Rock MSA","Not Adj","1,067,933"
"2016","04","Apr","Austin-Round Rock MSA","Not Adj","1,071,688"
"2016","05","May","Austin-Round Rock MSA","Not Adj","1,072,177"
"2016","06","Jun","Austin-Round Rock MSA","Not Adj","1,075,461"
"2016","07","Jul","Austin-Round Rock MSA","Not Adj","1,077,884"
"2016","08","Aug","Austin-Round Rock MSA","Not Adj","1,072,206"
"2016","09","Sep","Austin-Round Rock MSA","Not Adj","1,080,673"
"2016","10","Oct","Austin-Round Rock MSA","Not Adj","1,085,771"
"2016","11","Nov","Austin-Round Rock MSA","Not Adj","1,088,695"
"2016","12","Dec","Austin-Round Rock MSA","Not Adj","1,084,616"
"2015","00","Annual","Austin-Round Rock MSA","Not Adj","1,033,620"
"2015","01","Jan","Austin-Round Rock MSA","Not Adj","1,010,747"
"2015","02","Feb","Austin-Round Rock MSA","Not Adj","1,016,566"
"2015","03","Mar","Austin-Round Rock MSA","Not Adj","1,022,815"
"2015","04","Apr","Austin-Round Rock MSA","Not Adj","1,031,725"
"2015","05","May","Austin-Round Rock MSA","Not Adj","1,034,790"
"2015","06","Jun","Austin-Round Rock MSA","Not Adj","1,035,466"
"2015","07","Jul","Austin-Round Rock MSA","Not Adj","1,032,746"
"2015","08","Aug","Austin-Round Rock MSA","Not Adj","1,031,121"
"2015","09","Sep","Austin-Round Rock MSA","Not Adj","1,038,432"
"2015","10","Oct","Austin-Round Rock MSA","Not Adj","1,045,213"
"2015","11","Nov","Austin-Round Rock MSA","Not Adj","1,051,939"
"2015","12","Dec","Austin-Round Rock MSA","Not Adj","1,051,874"
"2014","00","Annual","Austin-Round Rock MSA","Not Adj","1,002,076"
"2014","01","Jan","Austin-Round Rock MSA","Not Adj","986,443"
"2014","02","Feb","Austin-Round Rock MSA","Not Adj","992,595"
"2014","03","Mar","Austin-Round Rock MSA","Not Adj","999,861"
"2014","04","Apr","Austin-Round Rock MSA","Not Adj","1,003,160"
"2014","05","May","Austin-Round Rock MSA","Not Adj","1,001,367"
"2014","06","Jun","Austin-Round Rock MSA","Not Adj","1,003,316"
"2014","07","Jul","Austin-Round Rock MSA","Not Adj","1,002,214"
"2014","08","Aug","Austin-Round Rock MSA","Not Adj","997,696"
"2014","09","Sep","Austin-Round Rock MSA","Not Adj","1,003,602"
"2014","10","Oct","Austin-Round Rock MSA","Not Adj","1,011,816"
"2014","11","Nov","Austin-Round Rock MSA","Not Adj","1,014,023"
"2014","12","Dec","Austin-Round Rock MSA","Not Adj","1,008,821"
"2013","00","Annual","Austin-Round Rock MSA","Not Adj","968,054"
"2013","01","Jan","Austin-Round Rock MSA","Not Adj","948,955"
"2013","02","Feb","Austin-Round Rock MSA","Not Adj","953,298"
"2013","03","Mar","Austin-Round Rock MSA","Not Adj","957,202"
"2013","04","Apr","Austin-Round Rock MSA","Not Adj","967,241"
"2013","05","May","Austin-Round Rock MSA","Not Adj","968,224"
"2013","06","Jun","Austin-Round Rock MSA","Not Adj","968,013"
"2013","07","Jul","Austin-Round Rock MSA","Not Adj","968,815"
"2013","08","Aug","Austin-Round Rock MSA","Not Adj","966,612"
"2013","09","Sep","Austin-Round Rock MSA","Not Adj","974,556"
"2013","10","Oct","Austin-Round Rock MSA","Not Adj","973,611"
"2013","11","Nov","Austin-Round Rock MSA","Not Adj","986,122"
"2013","12","Dec","Austin-Round Rock MSA","Not Adj","984,000"
"2012","00","Annual","Austin-Round Rock MSA","Not Adj","931,584"
"2012","01","Jan","Austin-Round Rock MSA","Not Adj","912,643"
"2012","02","Feb","Austin-Round Rock MSA","Not Adj","917,687"
"2012","03","Mar","Austin-Round Rock MSA","Not Adj","921,838"
"2012","04","Apr","Austin-Round Rock MSA","Not Adj","925,718"
"2012","05","May","Austin-Round Rock MSA","Not Adj","926,353"
"2012","06","Jun","Austin-Round Rock MSA","Not Adj","926,566"
"2012","07","Jul","Austin-Round Rock MSA","Not Adj","927,053"
"2012","08","Aug","Austin-Round Rock MSA","Not Adj","926,514"
"2012","09","Sep","Austin-Round Rock MSA","Not Adj","940,033"
"2012","10","Oct","Austin-Round Rock MSA","Not Adj","949,673"
"2012","11","Nov","Austin-Round Rock MSA","Not Adj","954,255"
"2012","12","Dec","Austin-Round Rock MSA","Not Adj","950,673"
"2011","00","Annual","Austin-Round Rock MSA","Not Adj","897,490"
"2011","01","Jan","Austin-Round Rock MSA","Not Adj","879,087"
"2011","02","Feb","Austin-Round Rock MSA","Not Adj","886,509"
"2011","03","Mar","Austin-Round Rock MSA","Not Adj","891,166"
"2011","04","Apr","Austin-Round Rock MSA","Not Adj","897,892"
"2011","05","May","Austin-Round Rock MSA","Not Adj","896,341"
"2011","06","Jun","Austin-Round Rock MSA","Not Adj","892,153"
"2011","07","Jul","Austin-Round Rock MSA","Not Adj","891,551"
"2011","08","Aug","Austin-Round Rock MSA","Not Adj","895,070"
"2011","09","Sep","Austin-Round Rock MSA","Not Adj","902,286"
"2011","10","Oct","Austin-Round Rock MSA","Not Adj","909,493"
"2011","11","Nov","Austin-Round Rock MSA","Not Adj","914,981"
"2011","12","Dec","Austin-Round Rock MSA","Not Adj","913,355"
"2010","00","Annual","Austin-Round Rock MSA","Not Adj","865,461"
"2010","01","Jan","Austin-Round Rock MSA","Not Adj","843,549"
"2010","02","Feb","Austin-Round Rock MSA","Not Adj","849,279"
"2010","03","Mar","Austin-Round Rock MSA","Not Adj","855,950"
"2010","04","Apr","Austin-Round Rock MSA","Not Adj","868,214"
"2010","05","May","Austin-Round Rock MSA","Not Adj","864,224"
"2010","06","Jun","Austin-Round Rock MSA","Not Adj","863,500"
"2010","07","Jul","Austin-Round Rock MSA","Not Adj","864,098"
"2010","08","Aug","Austin-Round Rock MSA","Not Adj","867,542"
"2010","09","Sep","Austin-Round Rock MSA","Not Adj","871,172"
"2010","10","Oct","Austin-Round Rock MSA","Not Adj","877,510"
"2010","11","Nov","Austin-Round Rock MSA","Not Adj","881,059"
"2010","12","Dec","Austin-Round Rock MSA","Not Adj","879,439"
"2009","00","Annual","Austin-Round Rock MSA","Not Adj","825,071"
"2009","01","Jan","Austin-Round Rock MSA","Not Adj","815,889"
"2009","02","Feb","Austin-Round Rock MSA","Not Adj","816,629"
"2009","03","Mar","Austin-Round Rock MSA","Not Adj","817,578"
"2009","04","Apr","Austin-Round Rock MSA","Not Adj","828,320"
"2009","05","May","Austin-Round Rock MSA","Not Adj","824,971"
"2009","06","Jun","Austin-Round Rock MSA","Not Adj","825,285"
"2009","07","Jul","Austin-Round Rock MSA","Not Adj","826,545"
"2009","08","Aug","Austin-Round Rock MSA","Not Adj","824,826"
"2009","09","Sep","Austin-Round Rock MSA","Not Adj","827,209"
"2009","10","Oct","Austin-Round Rock MSA","Not Adj","829,888"
"2009","11","Nov","Austin-Round Rock MSA","Not Adj","834,722"
"2009","12","Dec","Austin-Round Rock MSA","Not Adj","828,986"
"2008","00","Annual","Austin-Round Rock MSA","Not Adj","827,538"
"2008","01","Jan","Austin-Round Rock MSA","Not Adj","822,023"
