,Year,Month,City,Employment,Unemployment,Unemployment Rate,Labor Force
1423,2010,11,Brownsville-Harlingen,145638.0,19103.0,11.6,164741.0
1424,2010,12,Brownsville-Harlingen,145907.0,19236.0,11.6,165143.0
1425,2009,1,Brownsville-Harlingen,134984.0,12092.0,8.2,147076.0
1426,2009,2,Brownsville-Harlingen,134811.0,12532.0,8.5,147343.0
1427,2009,3,Brownsville-Harlingen,135014.0,12673.0,8.6,147687.0
1428,2009,4,Brownsville-Harlingen,135702.0,12569.0,8.5,148271.0
1429,2009,5,Brownsville-Harlingen,136276.0,14729.0,9.8,151005.0
1430,2009,6,Brownsville-Harlingen,136582.0,15265.0,10.1,151847.0
1431,2009,7,Brownsville-Harlingen,136852.0,15665.0,10.3,152517.0
1432,2009,8,Brownsville-Harlingen,137251.0,15907.0,10.4,153158.0
1433,2009,9,Brownsville-Harlingen,137749.0,16135.0,10.5,153884.0
1434,2009,10,Brownsville-Harlingen,138166.0,16170.0,10.5,154336.0
1435,2009,11,Brownsville-Harlingen,138479.0,16254.0,10.5,154733.0
1436,2009,12,Brownsville-Harlingen,138641.0,16703.0,10.8,155344.0
1437,2008,1,Brownsville-Harlingen,136580.0,8263.0,5.7,144843.0
1438,2008,2,Brownsville-Harlingen,136899.0,8170.0,5.6,145069.0
1439,2008,3,Brownsville-Harlingen,136782.0,8367.0,5.8,145149.0
1440,2008,4,Brownsville-Harlingen,136625.0,8722.0,6.0,145347.0
1441,2008,5,Brownsville-Harlingen,136315.0,9086.0,6.2,145401.0
1442,2008,6,Brownsville-Harlingen,136190.0,9306.0,6.4,145496.0
1443,2008,7,Brownsville-Harlingen,136197.0,9696.0,6.6,145893.0
1444,2008,8,Brownsville-Harlingen,135901.0,10281.0,7.0,146182.0
1445,2008,9,Brownsville-Harlingen,135823.0,10597.0,7.2,146420.0
1446,2008,10,Brownsville-Harlingen,135994.0,10689.0,7.3,146683.0
1447,2008,11,Brownsville-Harlingen,135776.0,10958.0,7.5,146734.0
1448,2008,12,Brownsville-Harlingen,135312.0,11513.0,7.8,146825.0
1449,2007,1,Brownsville-Harlingen,134615.0,8547.0,6.0,143162.0
1450,2007,2,Brownsville-Harlingen,134450.0,8430.0,5.9,142880.0
1451,2007,3,Brownsville-Harlingen,134369.0,8285.0,5.8,142654.0
1452,2007,4,Brownsville-Harlingen,134038.0,8373.0,5.9,142411.0
1453,2007,5,Brownsville-Harlingen,133636.0,8419.0,5.9,142055.0
1454,2007,6,Brownsville-Harlingen,133701.0,8408.0,5.9,142109.0
1455,2007,7,Brownsville-Harlingen,133990.0,8372.0,5.9,142362.0
1456,2007,8,Brownsville-Harlingen,134007.0,8274.0,5.8,142281.0
1457,2007,9,Brownsville-Harlingen,134242.0,8292.0,5.8,142534.0
1458,2007,10,Brownsville-Harlingen,134946.0,8282.0,5.8,143228.0
1459,2007,11,Brownsville-Harlingen,135424.0,8325.0,5.8,143749.0
1460,2007,12,Brownsville-Harlingen,135845.0,8413.0,5.8,144258.0
1461,2006,1,Brownsville-Harlingen,131911.0,9393.0,6.6,141304.0
1462,2006,2,Brownsville-Harlingen,132163.0,9481.0,6.7,141644.0
1463,2006,3,Brownsville-Harlingen,132344.0,9739.0,6.9,142083.0
1464,2006,4,Brownsville-Harlingen,132689.0,9952.0,7.0,142641.0
1465,2006,5,Brownsville-Harlingen,133169.0,9928.0,6.9,143097.0
1466,2006,6,Brownsville-Harlingen,133863.0,9735.0,6.8,143598.0
1467,2006,7,Brownsville-Harlingen,134334.0,9533.0,6.6,143867.0
1468,2006,8,Brownsville-Harlingen,134235.0,9342.0,6.5,143577.0
1469,2006,9,Brownsville-Harlingen,134110.0,9165.0,6.4,143275.0
1470,2006,10,Brownsville-Harlingen,134295.0,8957.0,6.3,143252.0
1471,2006,11,Brownsville-Harlingen,134535.0,8746.0,6.1,143281.0
1472,2006,12,Brownsville-Harlingen,134703.0,8586.0,6.0,143289.0
1473,2005,1,Brownsville-Harlingen,128234.0,11803.0,8.4,140037.0
1474,2005,2,Brownsville-Harlingen,128184.0,11642.0,8.3,139826.0
1475,2005,3,Brownsville-Harlingen,128645.0,11519.0,8.2,140164.0
1476,2005,4,Brownsville-Harlingen,129206.0,11416.0,8.1,140622.0
1477,2005,5,Brownsville-Harlingen,129343.0,11180.0,8.0,140523.0
1478,2005,6,Brownsville-Harlingen,129197.0,10798.0,7.7,139995.0
1479,2005,7,Brownsville-Harlingen,129315.0,10512.0,7.5,139827.0
1480,2005,8,Brownsville-Harlingen,129694.0,10256.0,7.3,139950.0
1481,2005,9,Brownsville-Harlingen,130195.0,9947.0,7.1,140142.0
1482,2005,10,Brownsville-Harlingen,130747.0,9749.0,6.9,140496.0
1483,2005,11,Brownsville-Harlingen,131022.0,9731.0,6.9,140753.0
1484,2005,12,Brownsville-Harlingen,131363.0,9589.0,6.8,140952.0
1485,2004,1,Brownsville-Harlingen,129867.0,13398.0,9.4,143265.0
1486,2004,2,Brownsville-Harlingen,129834.0,13024.0,9.1,142858.0
1487,2004,3,Brownsville-Harlingen,129659.0,12761.0,9.0,142420.0
1488,2004,4,Brownsville-Harlingen,129589.0,12524.0,8.8,142113.0
1489,2004,5,Brownsville-Harlingen,129703.0,12277.0,8.6,141980.0
1490,2004,6,Brownsville-Harlingen,129712.0,12060.0,8.5,141772.0
1491,2004,7,Brownsville-Harlingen,129484.0,11705.0,8.3,141189.0
1492,2004,8,Brownsville-Harlingen,129289.0,11447.0,8.1,140736.0
1493,2004,9,Brownsville-Harlingen,129145.0,11529.0,8.2,140674.0
1494,2004,10,Brownsville-Harlingen,128933.0,11787.0,8.4,140720.0
1495,2004,11,Brownsville-Harlingen,128779.0,12022.0,8.5,140801.0
1496,2004,12,Brownsville-Harlingen,128572.0,12020.0,8.5,140592.0
1497,2003,1,Brownsville-Harlingen,127545.0,13168.0,9.4,140713.0
1498,2003,2,Brownsville-Harlingen,127732.0,13059.0,9.3,140791.0
1499,2003,3,Brownsville-Harlingen,127866.0,13292.0,9.4,141158.0
1500,2003,4,Brownsville-Harlingen,127913.0,13616.0,9.6,141529.0
1501,2003,5,Brownsville-Harlingen,128140.0,13897.0,9.8,142037.0
1502,2003,6,Brownsville-Harlingen,128566.0,14031.0,9.8,142597.0
1503,2003,7,Brownsville-Harlingen,128858.0,13824.0,9.7,142682.0
1504,2003,8,Brownsville-Harlingen,128949.0,13557.0,9.5,142506.0
1505,2003,9,Brownsville-Harlingen,129023.0,13471.0,9.5,142494.0
1506,2003,10,Brownsville-Harlingen,129242.0,13485.0,9.4,142727.0
1507,2003,11,Brownsville-Harlingen,129522.0,13462.0,9.4,142984.0
1508,2003,12,Brownsville-Harlingen,129733.0,13491.0,9.4,143224.0
1509,2002,1,Brownsville-Harlingen,122720.0,11769.0,8.8,134489.0
1510,2002,2,Brownsville-Harlingen,123672.0,11945.0,8.8,135617.0
1511,2002,3,Brownsville-Harlingen,124320.0,12118.0,8.9,136438.0
1512,2002,4,Brownsville-Harlingen,124882.0,11867.0,8.7,136749.0
1513,2002,5,Brownsville-Harlingen,125441.0,11662.0,8.5,137103.0
1514,2002,6,Brownsville-Harlingen,125842.0,11810.0,8.6,137652.0
1515,2002,7,Brownsville-Harlingen,126346.0,12194.0,8.8,138540.0
1516,2002,8,Brownsville-Harlingen,127063.0,12741.0,9.1,139804.0
1517,2002,9,Brownsville-Harlingen,127705.0,13001.0,9.2,140706.0
1518,2002,10,Brownsville-Harlingen,127796.0,13162.0,9.3,140958.0
1519,2002,11,Brownsville-Harlingen,127471.0,13448.0,9.5,140919.0
1520,2002,12,Brownsville-Harlingen,127375.0,13447.0,9.5,140822.0
1521,2001,1,Brownsville-Harlingen,120924.0,8275.0,6.4,129199.0
1522,2001,2,Brownsville-Harlingen,121051.0,8553.0,6.6,129604.0
1523,2001,3,Brownsville-Harlingen,121105.0,8879.0,6.8,129984.0
1524,2001,4,Brownsville-Harlingen,120990.0,9291.0,7.1,130281.0
1525,2001,5,Brownsville-Harlingen,120700.0,9614.0,7.4,130314.0
1526,2001,6,Brownsville-Harlingen,120157.0,10134.0,7.8,130291.0
1527,2001,7,Brownsville-Harlingen,119978.0,10573.0,8.1,130551.0
1528,2001,8,Brownsville-Harlingen,120409.0,10654.0,8.1,131063.0
1529,2001,9,Brownsville-Harlingen,120718.0,11023.0,8.4,131741.0
1530,2001,10,Brownsville-Harlingen,120737.0,11612.0,8.8,132349.0
1531,2001,11,Brownsville-Harlingen,121113.0,11820.0,8.9,132933.0
1532,2001,12,Brownsville-Harlingen,121841.0,11775.0,8.8,133616.0
1533,2000,1,Brownsville-Harlingen,116285.0,9771.0,7.8,126056.0
1534,2000,2,Brownsville-Harlingen,116399.0,9902.0,7.8,126301.0
1535,2000,3,Brownsville-Harlingen,116636.0,9669.0,7.7,126305.0
1536,2000,4,Brownsville-Harlingen,117005.0,9297.0,7.4,126302.0
1537,2000,5,Brownsville-Harlingen,117754.0,8966.0,7.1,126720.0
1538,2000,6,Brownsville-Harlingen,118706.0,8571.0,6.7,127277.0
1539,2000,7,Brownsville-Harlingen,119250.0,8404.0,6.6,127654.0
1540,2000,8,Brownsville-Harlingen,119471.0,8433.0,6.6,127904.0
1541,2000,9,Brownsville-Harlingen,119504.0,8340.0,6.5,127844.0
1542,2000,10,Brownsville-Harlingen,119664.0,8192.0,6.4,127856.0
1543,2000,11,Brownsville-Harlingen,120237.0,8052.0,6.3,128289.0
1544,2000,12,Brownsville-Harlingen,120753.0,8027.0,6.2,128780.0
1545,1999,1,Brownsville-Harlingen,112672.0,15880.0,12.4,128552.0
1546,1999,2,Brownsville-Harlingen,112901.0,15480.0,12.1,128381.0
1547,1999,3,Brownsville-Harlingen,113219.0,12254.0,9.8,125473.0
1548,1999,4,Brownsville-Harlingen,113759.0,12172.0,9.7,125931.0
1549,1999,5,Brownsville-Harlingen,114351.0,12007.0,9.5,126358.0
1550,1999,6,Brownsville-Harlingen,114960.0,11860.0,9.4,126820.0
1551,1999,7,Brownsville-Harlingen,115206.0,11697.0,9.2,126903.0
1552,1999,8,Brownsville-Harlingen,115059.0,11645.0,9.2,126704.0
1553,1999,9,Brownsville-Harlingen,115070.0,11828.0,9.3,126898.0
1554,1999,10,Brownsville-Harlingen,115341.0,12031.0,9.4,127372.0
1555,1999,11,Brownsville-Harlingen,115600.0,12191.0,9.5,127791.0
1556,1999,12,Brownsville-Harlingen,115870.0,12284.0,9.6,128154.0
1557,1998,1,Brownsville-Harlingen,111268.0,15906.0,12.5,127174.0
1558,1998,2,Brownsville-Harlingen,110991.0,16090.0,12.7,127081.0
1559,1998,3,Brownsville-Harlingen,111056.0,16155.0,12.7,127211.0
1560,1998,4,Brownsville-Harlingen,111083.0,15999.0,12.6,127082.0
1561,1998,5,Brownsville-Harlingen,110981.0,16030.0,12.6,127011.0
1562,1998,6,Brownsville-Harlingen,110882.0,16311.0,12.8,127193.0
1563,1998,7,Brownsville-Harlingen,110830.0,16504.0,13.0,127334.0
1564,1998,8,Brownsville-Harlingen,110889.0,16770.0,13.1,127659.0
1565,1998,9,Brownsville-Harlingen,111192.0,16866.0,13.2,128058.0
1566,1998,10,Brownsville-Harlingen,111572.0,16648.0,13.0,128220.0
1567,1998,11,Brownsville-Harlingen,111851.0,16524.0,12.9,128375.0
1568,1998,12,Brownsville-Harlingen,112225.0,16348.0,12.7,128573.0
1569,1997,1,Brownsville-Harlingen,110227.0,15411.0,12.3,125638.0
1570,1997,2,Brownsville-Harlingen,110599.0,15594.0,12.4,126193.0
1571,1997,3,Brownsville-Harlingen,110752.0,15680.0,12.4,126432.0
1572,1997,4,Brownsville-Harlingen,110691.0,15695.0,12.4,126386.0
1573,1997,5,Brownsville-Harlingen,110647.0,15679.0,12.4,126326.0
1574,1997,6,Brownsville-Harlingen,110819.0,15896.0,12.5,126715.0
1575,1997,7,Brownsville-Harlingen,111122.0,16076.0,12.6,127198.0
1576,1997,8,Brownsville-Harlingen,111337.0,15869.0,12.5,127206.0
1577,1997,9,Brownsville-Harlingen,111411.0,15714.0,12.4,127125.0
1578,1997,10,Brownsville-Harlingen,111544.0,15706.0,12.3,127250.0
1579,1997,11,Brownsville-Harlingen,111852.0,15608.0,12.2,127460.0
1580,1997,12,Brownsville-Harlingen,111799.0,15670.0,12.3,127469.0
1581,1996,1,Brownsville-Harlingen,106939.0,15789.0,12.9,122728.0
1582,1996,2,Brownsville-Harlingen,107096.0,15966.0,13.0,123062.0
1583,1996,3,Brownsville-Harlingen,107172.0,16302.0,13.2,123474.0
1584,1996,4,Brownsville-Harlingen,107482.0,16257.0,13.1,123739.0
1585,1996,5,Brownsville-Harlingen,107867.0,15898.0,12.8,123765.0
1586,1996,6,Brownsville-Harlingen,108158.0,15257.0,12.4,123415.0
1587,1996,7,Brownsville-Harlingen,108629.0,14855.0,12.0,123484.0
1588,1996,8,Brownsville-Harlingen,109177.0,14836.0,12.0,124013.0
1589,1996,9,Brownsville-Harlingen,109604.0,14981.0,12.0,124585.0
1590,1996,10,Brownsville-Harlingen,109831.0,15353.0,12.3,125184.0
1591,1996,11,Brownsville-Harlingen,109802.0,15527.0,12.4,125329.0
1592,1996,12,Brownsville-Harlingen,109869.0,15377.0,12.3,125246.0
1593,1995,1,Brownsville-Harlingen,108160.0,14180.0,11.6,122340.0
1594,1995,2,Brownsville-Harlingen,108053.0,14179.0,11.6,122232.0
1595,1995,3,Brownsville-Harlingen,107805.0,14419.0,11.8,122224.0
1596,1995,4,Brownsville-Harlingen,107393.0,15272.0,12.5,122665.0
1597,1995,5,Brownsville-Harlingen,106941.0,15964.0,13.0,122905.0
1598,1995,6,Brownsville-Harlingen,106578.0,16103.0,13.1,122681.0
1599,1995,7,Brownsville-Harlingen,106345.0,16191.0,13.2,122536.0
1600,1995,8,Brownsville-Harlingen,106404.0,16250.0,13.2,122654.0
1601,1995,9,Brownsville-Harlingen,106801.0,16235.0,13.2,123036.0
1602,1995,10,Brownsville-Harlingen,107026.0,16274.0,13.2,123300.0
1603,1995,11,Brownsville-Harlingen,106883.0,16243.0,13.2,123126.0
1604,1995,12,Brownsville-Harlingen,106786.0,16029.0,13.1,122815.0
1605,1994,1,Brownsville-Harlingen,104510.0,16340.0,13.5,120850.0
1606,1994,2,Brownsville-Harlingen,105206.0,16343.0,13.4,121549.0
1607,1994,3,Brownsville-Harlingen,105573.0,16165.0,13.3,121738.0
1608,1994,4,Brownsville-Harlingen,105962.0,15865.0,13.0,121827.0
1609,1994,5,Brownsville-Harlingen,106457.0,15681.0,12.8,122138.0
1610,1994,6,Brownsville-Harlingen,106816.0,15749.0,12.8,122565.0
1611,1994,7,Brownsville-Harlingen,107030.0,15811.0,12.9,122841.0
1612,1994,8,Brownsville-Harlingen,107209.0,15672.0,12.8,122881.0
1613,1994,9,Brownsville-Harlingen,107388.0,15326.0,12.5,122714.0
1614,1994,10,Brownsville-Harlingen,107666.0,14771.0,12.1,122437.0
1615,1994,11,Brownsville-Harlingen,108004.0,14181.0,11.6,122185.0
1616,1994,12,Brownsville-Harlingen,108180.0,14019.0,11.5,122199.0
1617,1993,1,Brownsville-Harlingen,100221.0,15793.0,13.6,116014.0
1618,1993,2,Brownsville-Harlingen,100759.0,15506.0,13.3,116265.0
1619,1993,3,Brownsville-Harlingen,101311.0,15301.0,13.1,116612.0
1620,1993,4,Brownsville-Harlingen,101771.0,15324.0,13.1,117095.0
1621,1993,5,Brownsville-Harlingen,102116.0,15599.0,13.3,117715.0
1622,1993,6,Brownsville-Harlingen,102266.0,15893.0,13.5,118159.0
1623,1993,7,Brownsville-Harlingen,102395.0,16012.0,13.5,118407.0
1624,1993,8,Brownsville-Harlingen,102601.0,16012.0,13.5,118613.0
1625,1993,9,Brownsville-Harlingen,102643.0,16204.0,13.6,118847.0
1626,1993,10,Brownsville-Harlingen,102725.0,16443.0,13.8,119168.0
1627,1993,11,Brownsville-Harlingen,103071.0,16356.0,13.7,119427.0
1628,1993,12,Brownsville-Harlingen,103668.0,16251.0,13.6,119919.0
1629,1992,1,Brownsville-Harlingen,94491.0,17252.0,15.4,111743.0
1630,1992,2,Brownsville-Harlingen,94852.0,17236.0,15.4,112088.0
1631,1992,3,Brownsville-Harlingen,95416.0,16593.0,14.8,112009.0
1632,1992,4,Brownsville-Harlingen,96007.0,16045.0,14.3,112052.0
1633,1992,5,Brownsville-Harlingen,96536.0,16261.0,14.4,112797.0
1634,1992,6,Brownsville-Harlingen,96932.0,16836.0,14.8,113768.0
1635,1992,7,Brownsville-Harlingen,97357.0,17013.0,14.9,114370.0
1636,1992,8,Brownsville-Harlingen,97932.0,16810.0,14.7,114742.0
1637,1992,9,Brownsville-Harlingen,98315.0,16495.0,14.4,114810.0
1638,1992,10,Brownsville-Harlingen,98608.0,16164.0,14.1,114772.0
1639,1992,11,Brownsville-Harlingen,99175.0,16114.0,14.0,115289.0
1640,1992,12,Brownsville-Harlingen,99755.0,16078.0,13.9,115833.0
1641,1991,1,Brownsville-Harlingen,91939.0,15588.0,14.5,107527.0
1642,1991,2,Brownsville-Harlingen,91951.0,15849.0,14.7,107800.0
1643,1991,3,Brownsville-Harlingen,92013.0,16228.0,15.0,108241.0
1644,1991,4,Brownsville-Harlingen,92003.0,16609.0,15.3,108612.0
1645,1991,5,Brownsville-Harlingen,92162.0,16678.0,15.3,108840.0
1646,1991,6,Brownsville-Harlingen,92633.0,16341.0,15.0,108974.0
1647,1991,7,Brownsville-Harlingen,93040.0,16015.0,14.7,109055.0
1648,1991,8,Brownsville-Harlingen,93386.0,16061.0,14.7,109447.0
1649,1991,9,Brownsville-Harlingen,93763.0,16356.0,14.9,110119.0
1650,1991,10,Brownsville-Harlingen,93983.0,16766.0,15.1,110749.0
1651,1991,11,Brownsville-Harlingen,94129.0,17022.0,15.3,111151.0
1652,1991,12,Brownsville-Harlingen,94306.0,17073.0,15.3,111379.0
1653,1990,1,Brownsville-Harlingen,89477.0,12370.0,12.1,101847.0
1654,1990,2,Brownsville-Harlingen,89727.0,12563.0,12.3,102290.0
1655,1990,3,Brownsville-Harlingen,90024.0,12826.0,12.5,102850.0
1656,1990,4,Brownsville-Harlingen,90401.0,12942.0,12.5,103343.0
1657,1990,5,Brownsville-Harlingen,90709.0,12778.0,12.3,103487.0
1658,1990,6,Brownsville-Harlingen,90941.0,12722.0,12.3,103663.0
1659,1990,7,Brownsville-Harlingen,91233.0,13096.0,12.6,104329.0
1660,1990,8,Brownsville-Harlingen,91383.0,13565.0,12.9,104948.0
1661,1990,9,Brownsville-Harlingen,91428.0,13677.0,13.0,105105.0
1662,1990,10,Brownsville-Harlingen,91589.0,13735.0,13.0,105324.0
1663,1990,11,Brownsville-Harlingen,91755.0,14313.0,13.5,106068.0
1664,1990,12,Brownsville-Harlingen,91885.0,15118.0,14.1,107003.0
1665,2017,1,College Station-Bryan,123054.0,4665.0,3.7,127719.0
1666,2017,2,College Station-Bryan,123337.0,4902.0,3.8,128239.0
1667,2017,3,College Station-Bryan,123358.0,4930.0,3.8,128288.0
1668,2017,4,College Station-Bryan,123495.0,4602.0,3.6,128097.0
1669,2017,5,College Station-Bryan,123552.0,4367.0,3.4,127919.0
1670,2017,6,College Station-Bryan,123480.0,4193.0,3.3,127673.0
1671,2017,7,College Station-Bryan,123854.0,3961.0,3.1,127815.0
1672,2017,8,College Station-Bryan,124244.0,4146.0,3.2,128390.0
1673,2017,9,College Station-Bryan,124958.0,3882.0,3.0,128840.0
1674,2016,1,College Station-Bryan,118426.0,4210.0,3.4,122636.0
1675,2016,2,College Station-Bryan,119331.0,4214.0,3.4,123545.0
1676,2016,3,College Station-Bryan,119789.0,4463.0,3.6,124252.0
1677,2016,4,College Station-Bryan,119823.0,4498.0,3.6,124321.0
1678,2016,5,College Station-Bryan,120161.0,4310.0,3.5,124471.0
1679,2016,6,College Station-Bryan,120383.0,4224.0,3.4,124607.0
1680,2016,7,College Station-Bryan,120749.0,4419.0,3.5,125168.0
1681,2016,8,College Station-Bryan,121381.0,4650.0,3.7,126031.0
1682,2016,9,College Station-Bryan,121545.0,4679.0,3.7,126224.0
1683,2016,10,College Station-Bryan,121358.0,4483.0,3.6,125841.0
1684,2016,11,College Station-Bryan,121653.0,4313.0,3.4,125966.0
1685,2016,12,College Station-Bryan,121681.0,4650.0,3.7,126331.0
1686,2015,1,College Station-Bryan,115250.0,4330.0,3.6,119580.0
1687,2015,2,College Station-Bryan,115545.0,4296.0,3.6,119841.0
1688,2015,3,College Station-Bryan,115828.0,4265.0,3.6,120093.0
1689,2015,4,College Station-Bryan,116115.0,4322.0,3.6,120437.0
1690,2015,5,College Station-Bryan,116316.0,4321.0,3.6,120637.0
1691,2015,6,College Station-Bryan,116427.0,4224.0,3.5,120651.0
1692,2015,7,College Station-Bryan,116546.0,4136.0,3.4,120682.0
1693,2015,8,College Station-Bryan,116736.0,4113.0,3.4,120849.0
1694,2015,9,College Station-Bryan,116985.0,4203.0,3.5,121188.0
1695,2015,10,College Station-Bryan,117276.0,4325.0,3.6,121601.0
1696,2015,11,College Station-Bryan,117592.0,4379.0,3.6,121971.0
1697,2015,12,College Station-Bryan,117877.0,4388.0,3.6,122265.0
1698,2014,1,College Station-Bryan,113765.0,5398.0,4.5,119163.0
1699,2014,2,College Station-Bryan,113768.0,5398.0,4.5,119166.0
1700,2014,3,College Station-Bryan,113795.0,5253.0,4.4,119048.0
1701,2014,4,College Station-Bryan,113829.0,5025.0,4.2,118854.0
1702,2014,5,College Station-Bryan,113925.0,4941.0,4.2,118866.0
1703,2014,6,College Station-Bryan,114108.0,4941.0,4.2,119049.0
1704,2014,7,College Station-Bryan,114335.0,4977.0,4.2,119312.0
1705,2014,8,College Station-Bryan,114493.0,4900.0,4.1,119393.0
1706,2014,9,College Station-Bryan,114556.0,4708.0,3.9,119264.0
1707,2014,10,College Station-Bryan,114639.0,4567.0,3.8,119206.0
1708,2014,11,College Station-Bryan,114748.0,4432.0,3.7,119180.0
1709,2014,12,College Station-Bryan,114940.0,4332.0,3.6,119272.0
1710,2013,1,College Station-Bryan,110605.0,6319.0,5.4,116924.0
1711,2013,2,College Station-Bryan,110869.0,6207.0,5.3,117076.0
1712,2013,3,College Station-Bryan,110921.0,6111.0,5.2,117032.0
1713,2013,4,College Station-Bryan,110878.0,6138.0,5.2,117016.0
1714,2013,5,College Station-Bryan,110954.0,6203.0,5.3,117157.0
1715,2013,6,College Station-Bryan,111045.0,6188.0,5.3,117233.0
1716,2013,7,College Station-Bryan,111062.0,6053.0,5.2,117115.0
1717,2013,8,College Station-Bryan,113469.0,5916.0,5.0,119385.0
1718,2013,9,College Station-Bryan,113675.0,5861.0,4.9,119536.0
1719,2013,10,College Station-Bryan,113790.0,5771.0,4.8,119561.0
1720,2013,11,College Station-Bryan,113833.0,5617.0,4.7,119450.0
1721,2013,12,College Station-Bryan,113814.0,5475.0,4.6,119289.0
1722,2012,1,College Station-Bryan,107006.0,6615.0,5.8,113621.0
1723,2012,2,College Station-Bryan,107106.0,6528.0,5.7,113634.0
1724,2012,3,College Station-Bryan,107432.0,6471.0,5.7,113903.0
1725,2012,4,College Station-Bryan,107956.0,6432.0,5.6,114388.0
1726,2012,5,College Station-Bryan,108531.0,6424.0,5.6,114955.0
1727,2012,6,College Station-Bryan,108859.0,6443.0,5.6,115302.0
1728,2012,7,College Station-Bryan,108896.0,6431.0,5.6,115327.0
1729,2012,8,College Station-Bryan,108950.0,6263.0,5.4,115213.0
1730,2012,9,College Station-Bryan,109238.0,6097.0,5.3,115335.0
1731,2012,10,College Station-Bryan,109614.0,6072.0,5.2,115686.0
1732,2012,11,College Station-Bryan,109927.0,6117.0,5.3,116044.0
1733,2012,12,College Station-Bryan,110248.0,6248.0,5.4,116496.0
1734,2011,1,College Station-Bryan,108408.0,7535.0,6.5,115943.0
1735,2011,2,College Station-Bryan,108272.0,7389.0,6.4,115661.0
1736,2011,3,College Station-Bryan,108057.0,7326.0,6.3,115383.0
1737,2011,4,College Station-Bryan,107828.0,7302.0,6.3,115130.0
1738,2011,5,College Station-Bryan,107677.0,7326.0,6.4,115003.0
1739,2011,6,College Station-Bryan,107716.0,7405.0,6.4,115121.0
1740,2011,7,College Station-Bryan,107861.0,7424.0,6.4,115285.0
1741,2011,8,College Station-Bryan,107861.0,7409.0,6.4,115270.0
1742,2011,9,College Station-Bryan,107613.0,7369.0,6.4,114982.0
1743,2011,10,College Station-Bryan,107366.0,7163.0,6.3,114529.0
1744,2011,11,College Station-Bryan,107253.0,6907.0,6.1,114160.0
1745,2011,12,College Station-Bryan,107121.0,6744.0,5.9,113865.0
1746,2010,1,College Station-Bryan,106716.0,7500.0,6.6,114216.0
1747,2010,2,College Station-Bryan,106965.0,7584.0,6.6,114549.0
1748,2010,3,College Station-Bryan,107359.0,7604.0,6.6,114963.0
1749,2010,4,College Station-Bryan,107787.0,7567.0,6.6,115354.0
1750,2010,5,College Station-Bryan,107980.0,7442.0,6.4,115422.0
1751,2010,6,College Station-Bryan,108042.0,7440.0,6.4,115482.0
1752,2010,7,College Station-Bryan,108179.0,7566.0,6.5,115745.0
1753,2010,8,College Station-Bryan,108266.0,7615.0,6.6,115881.0
1754,2010,9,College Station-Bryan,108217.0,7554.0,6.5,115771.0
1755,2010,10,College Station-Bryan,108112.0,7655.0,6.6,115767.0
1756,2010,11,College Station-Bryan,108133.0,7835.0,6.8,115968.0
1757,2010,12,College Station-Bryan,108321.0,7753.0,6.7,116074.0
1758,2009,1,College Station-Bryan,104911.0,5159.0,4.7,110070.0
1759,2009,2,College Station-Bryan,105041.0,5384.0,4.9,110425.0
1760,2009,3,College Station-Bryan,105065.0,5463.0,4.9,110528.0
1761,2009,4,College Station-Bryan,105154.0,5592.0,5.0,110746.0
1762,2009,5,College Station-Bryan,105275.0,6069.0,5.5,111344.0
1763,2009,6,College Station-Bryan,105429.0,6623.0,5.9,112052.0
1764,2009,7,College Station-Bryan,105641.0,6878.0,6.1,112519.0
1765,2009,8,College Station-Bryan,105813.0,7045.0,6.2,112858.0
1766,2009,9,College Station-Bryan,105883.0,7176.0,6.3,113059.0
1767,2009,10,College Station-Bryan,106026.0,7131.0,6.3,113157.0
1768,2009,11,College Station-Bryan,106289.0,7123.0,6.3,113412.0
1769,2009,12,College Station-Bryan,106525.0,7292.0,6.4,113817.0
1770,2008,1,College Station-Bryan,100386.0,3815.0,3.7,104201.0
1771,2008,2,College Station-Bryan,100752.0,3748.0,3.6,104500.0
1772,2008,3,College Station-Bryan,101119.0,3798.0,3.6,104917.0
1773,2008,4,College Station-Bryan,101380.0,3877.0,3.7,105257.0
1774,2008,5,College Station-Bryan,101586.0,3991.0,3.8,105577.0
1775,2008,6,College Station-Bryan,101912.0,4097.0,3.9,106009.0
1776,2008,7,College Station-Bryan,102299.0,4243.0,4.0,106542.0
1777,2008,8,College Station-Bryan,102734.0,4420.0,4.1,107154.0
1778,2008,9,College Station-Bryan,103342.0,4522.0,4.2,107864.0
1779,2008,10,College Station-Bryan,103919.0,4618.0,4.3,108537.0
1780,2008,11,College Station-Bryan,104267.0,4747.0,4.4,109014.0
1781,2008,12,College Station-Bryan,104581.0,4915.0,4.5,109496.0
1782,2007,1,College Station-Bryan,98343.0,3919.0,3.8,102262.0
1783,2007,2,College Station-Bryan,98346.0,3943.0,3.9,102289.0
1784,2007,3,College Station-Bryan,98478.0,3861.0,3.8,102339.0
1785,2007,4,College Station-Bryan,98606.0,3748.0,3.7,102354.0
1786,2007,5,College Station-Bryan,98767.0,3643.0,3.6,102410.0
1787,2007,6,College Station-Bryan,98904.0,3647.0,3.6,102551.0
1788,2007,7,College Station-Bryan,98851.0,3673.0,3.6,102524.0
1789,2007,8,College Station-Bryan,98876.0,3709.0,3.6,102585.0
